,no,title,link,status,author,fake_intro,real_intro,likes,episodes,first_register_date,last_register_date,age,rate,genre1_pre,genre2_pre,thumb_link
32,33,같은 학교 친구,https://comic.naver.com/webtoon/list?titleId=774832,0,유유,항상 바른 자세를 하는 같은 반 친구 겨울이.요한이는 그런 겨울이가 왠지 신경 쓰인다. 그때 마침 짝이 된 두 사람. 가까워진 자리만큼 마음의 거리가 좁혀져 간다.두근대는 심장 소리.피어오르는 얼굴의 이 열기를 뭐라고 부르면 좋은 걸까?어쩔 줄 모르는 소년소녀의 첫사랑 이야기.,항상 바른 자세를 하는 같은 반 친구 겨울이.요한이는 그런 겨울이가 왠지 신경 쓰인다. 그때 마침 짝이 된 두 사람. 가까워진 자리만큼 마음의 거리가 좁혀져 간다.두근대는 심장 소리.피어오르는 얼굴의 이 열기를 뭐라고 부르면 좋은 걸까?어쩔 줄 모르는 소년소녀의 첫사랑 이야기.,1350,58.0,2022.09.02,2022.11.04,0,9.98,0,0,https://shared-comic.pstatic.net/thumb/webtoon/774832/thumbnail/thumbnail_IMAG10_510343b7-ca34-4fd2-9058-d47c7863d2bd.jpg
33,34,같은도장,https://comic.naver.com/webtoon/list?titleId=725830,1,이힝,"게임 친구였던 귀여운(?) 연하남과같은 검도장에서 만나버렸다! 히키코모리 여주인공이 검도장을 다니며 주변인물들 덕분에 성장해나가는 이야기로, 월요일 힐링웹툰이라고 불리고 있다.(그러나 전작처럼 연애를 시작하면 완결이 되었다.)",게임 친구였던 귀여운(?) 연하남과같은 검도장에서 만나버렸다!,100000,61.0,2019.03.24,2019.05.12,0,9.9,0,0,https://shared-comic.pstatic.net/thumb/webtoon/725830/thumbnail/thumbnail_IMAG10_f8a6b2ea-7e99-410f-8b72-f1b1e4b289cb.jpg
34,35,개를 낳았다,https://comic.naver.com/webtoon/list?titleId=712362,0,이선,사랑스러운 너와의 첫 만남부터 이별까지. 처음으로 반려견을 키우게 된 다나와 모든것이 처음인 강아지 명동이가 만나 함께 살아가는 이야기. 강아지 수명 20년. 너와 내가 함께하는 20년 동안 우린 어떤 일을 겪게 될까? '김다나'라는 프리랜서 일러스트레이터가 '명동이' 라는 파티 포메라니안 한 마리를 입양하고 나서 그 개와 함께하는 순간들을 그린 웹툰이다. 개를 키우며 ,사랑스러운 너와의 첫 만남부터 이별까지. 처음으로 반려견을 키우게 된 다나와 모든것이 처음인 강아지 명동이가 만나 함께 살아가는 이야기. 강아지 수명 20년. 너와 내가 함께하는 20년 동안 우린 어떤 일을 겪게 될까?,100000,202.0,2022.09.22,2022.11.24,0,9.9,0,1,https://shared-comic.pstatic.net/thumb/webtoon/712362/thumbnail/thumbnail_IMAG10_209d50ef-0522-4e27-8b3c-6245becea280.jpg
35,36,개미,https://comic.naver.com/webtoon/list?titleId=740386,1,재희,우리의 발 밑에 그들이 살고있다.,우리의 발 밑에 그들이 살고있다.,20276,35.0,2020.02.13,2020.03.12,2,9.2,0,3,https://shared-comic.pstatic.net/thumb/webtoon/740386/thumbnail/thumbnail_IMAG10_179009ac-0f93-4ac4-9026-9a93adae31b7.jpg
36,37,개미잡이,https://comic.naver.com/webtoon/list?titleId=750571,1,이익수,"겉과 속이 다른 삶을 살아온 악랄한 인간 고은식. 그런 악마와 함께 살고 있는 세진에게 뜻밖의 기회가 찾아온다.이들의 비밀스러운 삶을 집요하게 파고드는 형사와 고은식으로부터 어린 시절 온갖 학대를 받으며 살아온 의문의 남자가 복수를 위해 나타난다 각종 봉사활동과 노인복지사업으로 마을 사람들의 신임을 한몸에 받고있는 고은식과 그의 만년 1등 수재아들 고세진. 어느날, 은식의 아내가 마을 창고에서 추락사하는 일이 벌어졌다. 경찰은 피해자가 사망전, 만취상태였다는걸 미루어 보아 사다리에서 발을 헛디뎌 떨어져 죽었다고 생각하고 사건을 종결시켰지만 차도석은 전과 기록이 있는 그를 수상히 여긴다.그러다 그의 집에 손에 피가 묻은 침입자가 들락거리는것, 세진의 얼굴에 자주 피멍이 생기는것, 결정적으로 백 형사로부터 그의 추악한 과거를 전해듣고 난 직후부터는 단박에 그가 본성을 감추고 겉으로만 평판 좋은 행세를 하고있는 악질양아치라는걸 알게됐고 아내의 죽음도 사고가 아니라고 확신하고 상부에 재수사를 요청하지만 번번이 이미 끝난 일을 왜 자꾸 들춰내냐고 혼만 날 따름이다. 결국, 그는 상부지시와는 별개로 독자적으로 은식의 행적을 쫓는데 파고들면 파고들수록 단순한 가정폭력 피해자라고만 생각했던 세진도 자신에게 거짓말을 늘어놓는걸 보고는 수상히 여긴다.",겉과 속이 다른 삶을 살아온 악랄한 인간 고은식. 그런 악마와 함께 살고 있는 세진에게 뜻밖의 기회가 찾아온다.이들의 비밀스러운 삶을 집요하게 파고드는 형사와 고은식으로부터 어린 시절 온갖 학대를 받으며 살아온 의문의 남자가 복수를 위해 나타난다,571,51.0,2020.08.03,2020.08.03,2,9.7,0,1,https://shared-comic.pstatic.net/thumb/webtoon/750571/thumbnail/thumbnail_IMAG10_d3e114af-9ad0-48ab-b48c-a5d3e5aeebd2.jpg
37,38,개밥 먹는 남자,https://comic.naver.com/webtoon/list?titleId=761463,1,김태순,"출근길에 우연히 받은 ‘아임펫 향수’를 뿌렸다가 댕댕이 뚜치와 몸이 바뀌어버린 어도남.그런데, 뚜치가 회사에 출근하더니 투자 계약을 따내고, 임원 승진에, 짝사랑하는 여직원과 썸을 타기 시작한다?!뜻밖의 상황에 엮인 어도남은 오늘도 집에 틀어박혀 개밥을 먹는다.주인과 반려동물의 몸을 뒤바꾸는 ‘아임펫 향수’ 때문에 벌어지는 아이러니 코미디! 대박 맞겠지?2020 지상최대공모전 1기 장려상 수상작!","출근길에 우연히 받은 ‘아임펫 향수’를 뿌렸다가 댕댕이 뚜치와 몸이 바뀌어버린 어도남.그런데, 뚜치가 회사에 출근하더니 투자 계약을 따내고, 임원 승진에, 짝사랑하는 여직원과 썸을 타기 시작한다?!뜻밖의 상황에 엮인 어도남은 오늘도 집에 틀어박혀 개밥을 먹는다.주인과 반려동물의 몸을 뒤바꾸는 ‘아임펫 향수’ 때문에 벌어지는 아이러니 코미디! 대박 맞겠지?2020 지상최대공모전 1기 장려상 수상작!",1442,71.0,2020.12.13,2021.01.24,1,9.7,0,2,https://shared-comic.pstatic.net/thumb/webtoon/761463/thumbnail/thumbnail_IMAG10_c7216e07-581c-481f-9f1b-e56df6350afd.jpg
38,39,개와 사람의 시간,https://comic.naver.com/webtoon/list?titleId=794980,0,무브,"나영의 행복을 위해서라면, 무엇이든 할 수 있는 사랑스러운 반려견 우비. 그런 우비와 나영의 시간에 불현듯 개를 무서워하는 낯선 남자 영민이 들어오고, 나영과 영민의 관계가 가까워질수록 우비와 그녀의 사이는 멀어져 간다. 나영의 사랑을 독차지할 수 없게 된 우비. 결국 스스로의 한계를 느끼고 그녀의 곁을 떠나 자신을 위한 삶을 살기로 결심하게 되는데...","나영의 행복을 위해서라면, 무엇이든 할 수 있는 사랑스러운 반려견 우비. 그런 우비와 나영의 시간에 불현듯 개를 무서워하는 낯선 남자 영민이 들어오고, 나영과 영민의 관계가 가까워질수록 우비와 그녀의 사이는 멀어져 간다. 나영의 사랑을 독차지할 수 없게 된 우비. 결국 스스로의 한계를 느끼고 그녀의 곁을 떠나 자신을 위한 삶을 살기로 결심하게 되는데...",330,32.0,2022.09.21,2022.11.23,0,9.1,0,1,https://shared-comic.pstatic.net/thumb/webtoon/794980/thumbnail/thumbnail_IMAG10_63b1c30e-e020-4392-b0df-9487e1a7476b.jpg
39,40,개인정보 제공에 동의하십니까?,https://comic.naver.com/webtoon/list?titleId=794103,0,신대성,어느 날 문득 인생의 작은 인연 하나를 떠올리게 된 현수.그 사람의 안부가 궁금해 난생처음 sns에 가입하게 되고 연락하기에 이른다.그리고 만남까지...그 인연과의 짧은 만남 이후 현수에겐 이상한 일들이 벌어지기 시작한다.자신의 개인 정보를 알아야만 가능한 테러들 연이어 발생하면서평범했던 현수의 일상은 점점 무너져 가는데...과연 현수는 범인을 잡고 자신의 일상을 되찾을 수 있을까?,어느 날 문득 인생의 작은 인연 하나를 떠올리게 된 현수.그 사람의 안부가 궁금해 난생처음 sns에 가입하게 되고 연락하기에 이른다.그리고 만남까지...그 인연과의 짧은 만남 이후 현수에겐 이상한 일들이 벌어지기 시작한다.자신의 개인 정보를 알아야만 가능한 테러들 연이어 발생하면서평범했던 현수의 일상은 점점 무너져 가는데...과연 현수는 범인을 잡고 자신의 일상을 되찾을 수 있을까?,18,51.0,2022.04.25,2022.04.25,0,10.0,0,3,https://shared-comic.pstatic.net/thumb/webtoon/794103/thumbnail/thumbnail_IMAG10_8c39806e-446f-4670-88cb-a7bfcdbe1931.jpg
40,41,개장수,https://comic.naver.com/webtoon/list?titleId=729255,1,김규삼,"역대급 판타지스릴러 <하이브>의 프리퀄! 곤충에게 지배당한 세상, 그 시작과 끝에 개장수가 있다.","역대급 판타지스릴러 <하이브>의 프리퀄! 곤충에게 지배당한 세상, 그 시작과 끝에 개장수가 있다.",100000,31.0,2019.10.29,2019.12.31,2,9.98,0,2,https://shared-comic.pstatic.net/thumb/webtoon/729255/thumbnail/thumbnail_IMAG10_655c05f9-ec65-408e-9810-4174553e030e.jpg
41,42,개판,https://comic.naver.com/webtoon/list?titleId=72939,1,현욱,"스스로를 정의라 부르는 조직 아마란스. 버려진 투견 바울이 겪는 그들의 이야기 투견이자 잡종인 주인공 바울이 '아마란스'로 들어오면서 겪게 되는 일을 그리고 있다. 아마란스란게 정의를 자처하는 조직이지만, 사실 내부가 썩을대로 썩어서 제대로 일하는 자가 별로 없는 관계로 간부들끼리의 실권 다툼이 잦으며 그 정치관계 또한 하나의 볼거리이다.",스스로를 정의라 부르는 조직 아마란스. 버려진 투견 바울이 겪는 그들의 이야기,8572,165.0,2010.12.07,2011.02.08,2,9.9,0,4,https://shared-comic.pstatic.net/thumb/webtoon/72939/thumbnail/title_thumbnail_20100928201822_t83x90.jpg
42,43,개편 축하 릴레이 카툰,https://comic.naver.com/webtoon/list?titleId=50422,1,네이버웹툰작가,"보다 재미있고, 보다 다양한 웹툰의 세계, 네이버 만화가 개편되었습니다.네이버 웹툰 개편을 축하하기 위하여 많은 프로 작가님들이 릴레이 축하 카툰을 선보입니다.","보다 재미있고, 보다 다양한 웹툰의 세계, 네이버 만화가 개편되었습니다.네이버 웹툰 개편을 축하하기 위하여 많은 프로 작가님들이 릴레이 축하 카툰을 선보입니다.",125,15.0,2008.10.30,2008.11.11,0,9.49,1,6,https://shared-comic.pstatic.net/thumb/webtoon/50422/thumbnail/title_thumbnail_20081030133244_t83x90.gif
43,44,갤러리L : 당신의 기억을 보관해드립니다,https://comic.naver.com/webtoon/list?titleId=786933,1,조홍 / 라미아,취업 면접에서 번번이 미끄러지는 순진은 자신 때문에 사고를 당해 휠체어 신세가 된 동생 나진과 엄마가 있는 고향집엔 다시 돌아가고 싶지 않다. 집에 돌아가지 않으려면 알바 자리라도 구해야 한다. 그러다 노랑 고양이에게 홀리듯 이끌려 다다른 ‘Gallery. L’. 어딘지 모르게 신비로워 보이는 카페 주인 마스터는 순진을 알바로 채용하게 되는데...,취업 면접에서 번번이 미끄러지는 순진은 자신 때문에 사고를 당해 휠체어 신세가 된 동생 나진과 엄마가 있는 고향집엔 다시 돌아가고 싶지 않다. 집에 돌아가지 않으려면 알바 자리라도 구해야 한다. 그러다 노랑 고양이에게 홀리듯 이끌려 다다른 ‘Gallery. L’. 어딘지 모르게 신비로워 보이는 카페 주인 마스터는 순진을 알바로 채용하게 되는데...,3,57.0,2022.01.03,2022.01.03,0,8.8,0,0,https://shared-comic.pstatic.net/thumb/webtoon/786933/thumbnail/thumbnail_IMAG10_d13ce38d-0efa-4452-9649-3a45d0c8b1af.jpg
44,45,갸오오와 사랑꾼들,https://comic.naver.com/webtoon/list?titleId=670151,1,갸오오,"차이고, 퇴짜맞는 것은 일상하지만 절대 기죽지 않아!!갸오오와 친구들의 좌충우돌 사랑 도전기 프롤로그가 올라오자 웹툰 갤러리 등 갸오오를 잘 아는 이들은 갸오오가 빵빵 시리즈에서 찰진 욕설로 가감없는 리뷰를 하여 매력적인 작품을 만들어냈는데, 웹툰 연재처 중 가장 별의별 잡다한 규정과 원고 빽도가 심한 네이버 웹툰에서 연재를 하면 열화로컬화로 팥없는 붕어빵꼴인 작품을 만들어버리게 되는 거 아니냐고 우려했으나 1, 2화에서부터 욕 대신 쏟아져나오는 폭풍 섹드립을 보면 그닥 걱정하지 않아도 될 듯","차이고, 퇴짜맞는 것은 일상하지만 절대 기죽지 않아!!갸오오와 친구들의 좌충우돌 사랑 도전기",100000,117.0,2016.01.01,2016.02.05,0,9.8,1,5,https://shared-comic.pstatic.net/thumb/webtoon/670151/thumbnail/title_thumbnail_20160808182525_t83x90.jpg
45,46,거래,https://comic.naver.com/webtoon/list?titleId=764022,1,우남20,"고등학교 동창인 준성, 재효, 민우는 오랜만에 만나 술자리를 가진다.얼마 후, 술에 취해 영 정신을 못차리는 민우를 재효의 자취방에서 재우다가 민우의 핸드폰으로 걸려 온 한 통의 전화를 받게된다. 그 후, 얼떨결에 민우의 납치범 행세를 하게된 재효와 준성!그들은 과연 무사히 몸값을 받아낼 수 있을까?","고등학교 동창인 준성, 재효, 민우는 오랜만에 만나 술자리를 가진다.얼마 후, 술에 취해 영 정신을 못차리는 민우를 재효의 자취방에서 재우다가 민우의 핸드폰으로 걸려 온 한 통의 전화를 받게된다. 그 후, 얼떨결에 민우의 납치범 행세를 하게된 재효와 준성!그들은 과연 무사히 몸값을 받아낼 수 있을까?",428,51.0,2022.09.01,2022.11.03,2,9.13,0,3,https://shared-comic.pstatic.net/thumb/webtoon/764022/thumbnail/thumbnail_IMAG10_14127223-43f1-4794-a9f6-038e2ae55539.jpg
46,47,거래하실래요?,https://comic.naver.com/webtoon/list?titleId=773524,0,99C / 백도,"새로운 사랑은 중고거래로 장만하세요(?!)남친과 헤어진 후, 추억의 물건을 중고거래 어플 '동네마켓'에 팔던 한결.하지만 곧 구매자가 전 남친이란 걸 알게 되고... 당황하던 한결은 때마침 나타난 ‘중고남친’으로 위기를 모면하는데…!전 남친 강현과 새로운 인연 이안, 이 삼각관계의 엔딩은 무엇일까??<참새는 새!신부> 작가들의 신작!","새로운 사랑은 중고거래로 장만하세요(?!)남친과 헤어진 후, 추억의 물건을 중고거래 어플 '동네마켓'에 팔던 한결.하지만 곧 구매자가 전 남친이란 걸 알게 되고... 당황하던 한결은 때마침 나타난 ‘중고남친’으로 위기를 모면하는데…!전 남친 강현과 새로운 인연 이안, 이 삼각관계의 엔딩은 무엇일까??<참새는 새!신부> 작가들의 신작!",268,73.0,2022.09.17,2022.11.19,0,9.8,0,0,https://shared-comic.pstatic.net/thumb/webtoon/773524/thumbnail/thumbnail_IMAG10_960205b3-bd21-4841-a7e3-504df21cf6e0.jpg
47,48,거미,https://comic.naver.com/webtoon/list?titleId=739112,1,모아이,거미 떼로 뒤덮인 섬마을.의심의 거미줄 속에서 그녀는 탈출할 수 있을까?,거미 떼로 뒤덮인 섬마을.의심의 거미줄 속에서 그녀는 탈출할 수 있을까?,20302,38.0,2020.01.31,2020.02.28,2,9.8,0,3,https://shared-comic.pstatic.net/thumb/webtoon/739112/thumbnail/thumbnail_IMAG10_7658b986-0328-49bc-b97f-4708ab4476c1.jpg
